<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20241024;000000;2795;2799;2780;2793.8;158076
20241025;000000;2789.8;2804.3;2773.7;2804;148459
20241028;000000;2796.8;2801.8;2785.7;2800.1;92531
20241029;000000;2809.5;2831;2802.3;2830.9;147740
20241030;000000;2842.1;2847.3;2828.4;2845.8;167423
20241031;000000;2838.2;2839.8;2792;2805.3;234130
20241101;000000;2809.5;2819.9;2790.1;2793.2;168574
20241102;000000;2793.5;2797.7;2792.7;2795.6;10956
20241105;000000;2796.8;2806.1;2789.2;2799;111766
20241106;000000;2771.8;2788.8;2713.6;2714.9;405111
20241107;000000;2711.6;2757.9;2711;2751.6;245720
20241108;000000;2736.7;2753.2;2729.2;2736.8;138583
20241111;000000;2724.6;2727.1;2662.1;2676;272207
20241112;000000;2660.9;2665.8;2642.1;2649;257811
20241113;000000;2651.4;2663.8;2617.6;2619;217718
20241114;000000;2599.9;2616.2;2584.2;2605.7;291062
20241115;000000;2600.1;2605.5;2587.1;2591.4;207308
20241118;000000;2613;2638.6;2605.5;2635.1;198861
20241119;000000;2648.4;2660;2640.7;2653.3;205573
20241120;000000;2651.7;2674;2637.1;2668.6;170474
20241121;000000;2677.4;2693.7;2677.1;2689.3;163061
20241122;000000;2708.7;2731.3;2703.1;2727.6;230759
20241125;000000;2686.9;2706.7;2634.8;2648.5;310021
20241126;000000;2643.7;2661.4;2629;2647.1;241351
20241127;000000;2660.4;2675;2646.8;2653.9;196666
20241128;000000;2653.3;2665.6;2649.2;2655.4;99248
20241129;000000;2677.5;2679.8;2662;2665.4;124123
20241202;000000;2641.1;2663.2;2637.7;2653.2;135306
20241203;000000;2658.7;2664.6;2645.6;2653.6;161456
20241204;000000;2658.8;2668.1;2642.3;2661.5;150174
20241205;000000;2659.5;2664.9;2630.6;2638.1;191050
20241206;000000;2644.7;2653;2631.1;2642;149410
20241209;000000;2648.6;2687.1;2648.6;2667;171532
20241210;000000;2677;2703.7;2666.7;2700.8;194440
20241211;000000;2705.1;2734;2696.5;2730.9;235908
20241212;000000;2729.2;2732.3;2678.8;2685.5;222168
20241213;000000;2692.9;2692.9;2649.1;2650;163655
20241216;000000;2652.7;2664.4;2647.4;2652;115731
20241217;000000;2649.4;2655.7;2631.4;2646.5;121602
20241218;000000;2646.4;2650.4;2586.5;2591.3;150171
20241219;000000;2685.4;2691.7;2619.2;2621.3;195828
20241220;000000;2667.3;2698.9;2621.2;2690.6;145980
20241223;000000;2695.7;2698;2668.6;2673.2;89419
20241224;000000;2678.4;2683.4;2666.1;2677;74076
20241225;000000;2676.5;2679.9;2669;2679.9;15857
20241226;000000;2683.1;2697.5;2680.1;2696.1;69945
20241227;000000;2694.7;2696.4;2672;2677.5;76170
20241228;000000;2678.7;2684.3;2678.4;2681;9626
20241230;000000;2680.3;2680.3;2650.1;2665;70241
<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20250103;000000;2714.2;2716.1;2690;2690.6;64497
20250106;000000;2686;2704.3;2669.6;2689;98153
20250108;000000;2701.9;2724.3;2698;2715.9;99140
20250109;000000;2718.9;2732.5;2714.3;2726.6;76757
20250110;000000;2735.1;2760.4;2719.4;2751.9;175897
20250113;000000;2752.1;2752.2;2713.5;2718.4;122405
20250114;000000;2724.4;2731.5;2712.4;2730.4;92756
20250115;000000;2735.1;2751.7;2730.5;2748.9;128365
20250116;000000;2749.8;2778.4;2749.5;2770;157268
20250117;000000;2765.9;2776.8;2755.1;2759.3;127714
20250120;000000;2770.1;2770.2;2746.9;2758.4;138185
20250121;000000;2772.4;2784.8;2759;2779;145745
20250122;000000;2784.1;2796.4;2780.9;2790.6;111460
20250123;000000;2786.9;2786.9;2761;2779;162314
20250124;000000;2794;2806.4;2785.1;2793.6;154092
20250127;000000;2782.1;2789.4;2752.3;2764.8;152068
20250128;000000;2765.6;2777;2756.3;2777;164839
20250129;000000;2772.6;2780.5;2764;2773.5;116926
20250130;000000;2777.7;2824.7;2776.4;2823.2;207592
20250131;000000;2823.2;2830.9;2801.2;2805.6;214202
20250203;000000;2795.8;2835.4;2791.2;2822.6;208879
20250204;000000;2818.7;2845.9;2809.1;2844.4;177954
20250205;000000;2855.2;2877;2849.8;2858.4;190540
20250206;000000;2862;2869.6;2835.3;2852.8;144947
20250207;000000;2858.8;2884.8;2851.4;2862;195512
20250210;000000;2876.6;2906.4;2876.6;2903.1;176989
20250211;000000;2915.4;2923.3;2877.6;2895.1;221098
20250212;000000;2883.5;2906.6;2864.6;2897.5;200259
20250213;000000;2913;2929.6;2905.3;2929.5;145612
20250214;000000;2929.6;2938.4;2878.3;2879.7;223954
20250217;000000;2894.6;2908.8;2885.7;2901.8;88267
20250218;000000;2908;2931.7;2903.6;2928.6;102526
20250219;000000;2927.5;2941.7;2914;2927.5;138147
20250220;000000;2939.2;2953.4;2922.9;2935.6;162995
20250221;000000;2930.3;2941;2915;2932.8;144533
20250224;000000;2933;2953;2929;2946.9;135030
20250225;000000;2936.6;2942.6;2890.1;2910.8;203505
20250226;000000;2913.2;2924.3;2891.3;2914.8;152766
20250227;000000;2890.1;2897.4;2869.6;2876.2;206425
20250228;000000;2866.7;2867.5;2840.4;2856.5;190878
20250303;000000;2866.4;2893.4;2862.1;2889.3;145019
20250304;000000;2889.6;2923.9;2884.7;2915.8;220858
20250305;000000;2916;2926;2892.4;2918.9;159352
20250306;000000;2917.1;2918.2;2888;2906.5;150105
20250307;000000;2904.5;2926.5;2897.6;2904.5;157514
20250310;000000;2905.4;2910.9;2875.6;2883.9;147228
20250311;000000;2888.9;2915.9;2887.4;2908.9;116624
20250312;000000;2909;2936.4;2900.5;2930;165944
20250313;000000;2935.6;2988.5;2929.6;2987.4;201163
20250314;000000;2986.7;3004.3;2978.4;2985.9;178596
20250317;000000;2984.9;3003.5;2980;3001.3;135006
20250318;000000;3008.9;3036.9;3008.9;3033.2;133433
20250319;000000;3041.6;3048.2;3023.7;3047;142755
20250320;000000;3062.7;3062.7;3036.3;3056.4;131382
20250321;000000;3041.5;3049.9;3017.6;3038.8;143699
20250324;000000;3040.6;3044.4;3021;3033.3;109837
20250325;000000;3035;3054.5;3025.9;3040;121601
20250326;000000;3040.9;3048.8;3030.6;3040.7;89199
20250327;000000;3048;3093.8;3046.1;3074.5;180434
20250328;000000;3093.1;3097.1;3076.6;3096.8;169248
20250331;000000;3120;3133.1;3107.8;3133.1;153585
20250401;000000;3136.9;3140.8;3105.4;3124.3;128516
20250402;000000;3123.1;3158.4;3115.3;3137;165120
20250403;000000;3129.6;3133.2;3059.3;3113.3;324124
20250404;000000;3105.2;3137;3025.6;3044.2;351366
20250407;000000;3043.3;3052.2;2965.5;2989.1;235276
20250408;000000;3008;3025;2976.4;2987.5;176501
20250409;000000;3018.5;3092;3016.5;3077.3;351972
20250410;000000;3111.7;3164.7;3094.1;3164.4;281596
20250411;000000;3179.9;3223.8;3171.8;3221.9;250503
20250414;000000;3221.1;3221.1;3181.7;3200.8;165623
20250415;000000;3212;3223;3201.2;3220;101552
20250416;000000;3275.8;3327;3267;3325.7;295524
20250417;000000;3313.5;3322.7;3270.8;3311;208549
20250418;000000;3309.5;3311;3297;3308.8;30995
20250421;000000;3361.6;3411.1;3360.1;3408.7;205425
20250422;000000;3469.5;3470;3354;3364.8;372292
20250423;000000;3314;3326;3255.4;3278.7;338769
20250424;000000;3310.8;3340.9;3297.3;3340.9;201530
20250425;000000;3284.9;3310;3262.6;3307;213431
20250428;000000;3287.8;3340;3261.8;3329.5;205175
20250429;000000;3301;3324.4;3292.5;3309;143279
20250430;000000;3301.8;3310;3261;3285.7;194176
20250502;000000;3253.1;3260.5;3216.5;3230;160020
20250505;000000;3250.6;3332.2;3246.3;3327.6;191632
20250506;000000;3352.9;3431.1;3351.6;3430.1;242728
20250507;000000;3391.6;3398.1;3365;3366.6;202041
20250508;000000;3366;3366;3288.3;3306.1;215394
20250512;000000;3275.9;3280.4;3212.7;3232.5;289251
20250513;000000;3251.2;3266;3229.6;3256;171165
20250514;000000;3235.5;3249.4;3171.7;3182.9;225347
20250515;000000;3135.1;3240;3127.1;3236.9;297690
20250516;000000;3219.4;3232.3;3157.3;3202;289913
20250519;000000;3222;3250.2;3216.1;3232.3;187682
20250520;000000;3216;3295.3;3206.9;3292.1;254534
20250521;000000;3315.3;3327;3289.5;3316.4;223187
20250522;000000;3330.7;3334;3275.6;3290.9;251277
20250523;000000;3319.7;3364.9;3317.2;3357.5;263080
20250526;000000;3346.6;3346.8;3321.8;3334.6;92509
20250527;000000;3322;3324.5;3282.8;3297.4;194995
20250528;000000;3301.2;3319.8;3282;3283.2;179044
20250529;000000;3265.9;3324.5;3261;3310.3;208427
20250530;000000;3299.1;3307.4;3267.1;3286.2;223086
20250602;000000;3314.9;3382.5;3314.5;3381.8;211592
20250603;000000;3365.8;3366;3332;3349.4;155856
20250604;000000;3349.5;3379.4;3343.1;3368.3;166975
20250605;000000;3361.5;3397;3337;3348.4;244760
20250606;000000;3360.4;3366.1;3303.4;3307.6;208248
20250609;000000;3309.8;3334.4;3305.4;3321;133013
20250610;000000;3314;3345.7;3311.2;3322.8;151231
20250611;000000;3335.3;3358.7;3319.1;3353.3;213806
20250613;000000;3416;3447.2;3404.6;3435.9;164990
20250616;000000;3425.8;3425.9;3384.2;3386.5;146807
20250617;000000;3393.6;3401.6;3371.4;3394.2;144174
20250618;000000;3389.5;3398.2;3363.7;3367.8;144611
20250619;000000;3372.1;3382;3358.5;3376.8;109461
20250620;000000;3355.9;3378.4;3346.6;3371;121021
20250623;000000;3360.3;3395;3356;3368;159573
20250624;000000;3333.4;3334.9;3295.7;3322.8;157265
20250625;000000;3329.4;3335;3309.3;3328.1;109727
20250626;000000;3332.7;3344;3310.2;3324.6;161173
20250627;000000;3295.7;3299.3;3257.2;3270.6;174966
20250630;000000;3284.3;3304.3;3272.9;3298.9;94119
20250701;000000;3323.5;3350;3320;3337.7;154363
20250702;000000;3336.5;3356.9;3323.4;3354.4;101879
20250703;000000;3355.1;3362.5;3310.8;3321.6;137056
20250704;000000;3332.8;3341.3;3324.1;3328.9;68177
20250707;000000;3310.5;3336.4;3293.1;3333.9;131493
20250708;000000;3332.1;3337.1;3285.7;3298;125602
20250709;000000;3288.6;3312.9;3281.5;3311;93263
20250710;000000;3316.2;3327;3306.9;3321.4;102687
20250711;000000;3328.4;3366.2;3328.3;3356.6;171119
20250714;000000;3357.1;3373.6;3336.8;3338;137789
20250715;000000;3356;3362;3319.5;3325;135167
20250716;000000;3335;3372;3317.6;3347.1;176785
20250717;000000;3339.9;3339.9;3311.2;3335.6;126716
20250718;000000;3333.1;3357.8;3329.2;3349.5;89841
20250721;000000;3364.2;3402.5;3360.3;3399;138143
20250722;000000;3388.1;3431;3383.6;3426.9;157763
20250723;000000;3419.1;3427.5;3376.7;3384.7;169499
20250724;000000;3373.5;3374.1;3347.2;3363.1;138242
20250725;000000;3354.3;3355.2;3318.7;3330.6;152507
20250728;000000;3338.3;3339.3;3296.8;3312.3;112386
20250729;000000;3314;3328;3302.8;3320.5;127854
20250730;000000;3321.9;3327.9;3267.7;3272.8;206043
20250731;000000;3297.6;3315;3268;3293.7;129284
20250801;000000;3297;3361;3276;3359.5;212633
20250804;000000;3354.6;3383.3;3350.3;3374.2;101505
20250805;000000;3373.1;3391.7;3352.6;3381.7;162053
20250806;000000;3376.1;3387.2;3358;3377.7;166328
20250807;000000;3384.1;3416.4;3383;3413.8;182670
20250808;000000;3416.5;3431.3;3390;3401.2;346508
20250811;000000;3383.9;3384.1;3346;3347.4;220885
20250812;000000;3355.9;3363.3;3335.1;3354.8;177739
20250813;000000;3352.8;3373;3352.2;3359.6;100179
20250814;000000;3360;3368;3330.8;3335.7;125467
20250815;000000;3342.1;3347.6;3334;3336.9;73630
20250816;000000;3338;3339.4;3335.1;3338.7;922
20250817;000000;3338.6;3340.4;3337;3339.2;770
20250818;000000;3349.2;3354.7;3330.1;3333.8;87833
20250819;000000;3335.2;3344.4;3318.3;3318.8;107243
20250820;000000;3324;3350.5;3322.5;3349.4;97051
20250821;000000;3340.5;3349;3329.2;3341.5;102364
20250822;000000;3333.2;3375.5;3322;3371.7;189834
20250823;000000;3371.4;3372.9;3370;3372.1;706
20250824;000000;3372.3;3373.2;3371.5;3372.6;701
20250825;000000;3365.4;3377.5;3362;3364.2;93289
20250826;000000;3375.4;3395;3369.5;3394;124618
20250827;000000;3380.5;3401.7;3377.8;3401;112201
20250828;000000;3394.9;3425;3393.8;3420.6;142346
20250829;000000;3416.1;3462.4;3411.7;3458.3;211455
20250830;000000;3459;3460.5;3458.6;3459.6;1395
20250831;000000;3460.1;3462.6;3458.9;3460.8;1240
20250901;000000;3488.9;3497.8;3475;3484.6;143960
20250902;000000;3500;3546;3478.8;3544.5;282294
20250903;000000;3539.6;3581.6;3535.1;3561.6;263044
20250904;000000;3530.1;3557.6;3527.4;3542.8;229641
20250905;000000;3557.2;3597.1;3543.8;3584.9;269801
20250906;000000;3585;3590;3584.1;3586.8;2078
20250907;000000;3586.8;3589.5;3586.2;3586.2;1822
20250908;000000;3585.3;3641.8;3581.3;3632.5;278746
20250909;000000;3651.4;3672.3;3624.4;3626.1;291504
20250910;000000;3636.8;3658.9;3636.1;3642.8;206005
20250911;000000;3629.8;3644.9;3618.3;3637.7;220892
20250912;000000;3653.1;3657.4;3640.1;3647.1;131747
20250913;000000;3646.1;3649.3;3646;3648.3;1222
20250914;000000;3648.2;3650.1;3647.2;3650;663
20250915;000000;3649.1;3690;3636.7;3687;171892
20250916;000000;3685;3707;3682.7;3695;169204
20250917;000000;3683.1;3708.9;3645.8;3658.6;284428
20250918;000000;3649.6;3667.2;3625.5;3637.5;237108
20250919;000000;3644.1;3682.9;3637.2;3682.8;162749
20250922;000000;3695;3743.5;3691.9;3743.2;215656
20250923;000000;3749.5;3782.7;3741.4;3757;257140
20250924;000000;3768;3774.2;3711.6;3729.4;218879
20250925;000000;3731.9;3754.8;3715.6;3748.9;268439
20250926;000000;3742.6;3778;3734.9;3757.2;222327
20250927;000000;3758.4;3763.1;3757.2;3761.1;1700
20250928;000000;3761.3;3762.5;3758.5;3760.3;1068
20250929;000000;3801.2;3826;3795;3825.6;249866
20250930;000000;3859.7;3861.7;3782.5;3848.3;368979
20251001;000000;3852.2;3886.5;3840.1;3855.5;328405
20251002;000000;3860;3889.8;3808.7;3848.3;315435
20251003;000000;3848;3882.6;3841.8;3879.9;206298
20251004;000000;3879.9;3884.9;3878.3;3884.9;1802
20251005;000000;3884.1;3885.4;3880.2;3885;2720
20251006;000000;3922.3;3960.4;3913.1;3955.2;228615
20251007;000000;3956.6;3982;3932.9;3977;278022
20251008;000000;4018;4055.2;4010.1;4039.8;311267
20251009;000000;4036.9;4054.6;3940;3970.1;395105
20251010;000000;3968.9;4018.3;3941.7;4009.5;324840
20251011;000000;4010;4035;4010;4028.8;11342
20251012;000000;4028.5;4037.5;4027.4;4031.5;5310
20251013;000000;4061.1;4116.1;4058.1;4114.7;258079
20251014;000000;4115.2;4159;4082.2;4148.4;404870
20251015;000000;4186.4;4224.7;4168.7;4224.3;363163
20251016;000000;4218;4337.9;4209;4335;522183
20251017;000000;4368.2;4376.1;4184.2;4250.4;876500
20251018;000000;4256.2;4263.9;4210.6;4224;18027
20251019;000000;4224;4249.3;4221.6;4245;9423
20251020;000000;4245;4383;4215.6;4362.2;469309
20251021;000000;4331;4348;4086.6;4130;791764
20251022;000000;4135;4167.3;4007.9;4103.7;822367
20251023;000000;4108.2;4151.6;4081.9;4113.4;405215
20251024;000000;4100.8;4141.6;4037.7;4109.2;415514
20251027;000000;4082.5;4085.2;3970.6;3983.5;411639
20251028;000000;3965.8;3971.7;3891.1;3950.5;442806
20251029;000000;3955.2;4040;3928;3937.7;484859
20251030;000000;3965.1;4028.8;3955.6;4027.2;380810
20251031;000000;4008.2;4040;3893;4009.1;358964
20251101;000000;4006.3;4014.9;4003;4010.4;18251
20251103;000000;4015;4034.4;3996.7;4013.9;174470
20251105;000000;3969.4;3993.7;3960.5;3987.2;221622
20251106;000000;3988;4025.7;3970.8;3987;267856
20251107;000000;3998;4029.5;3985.9;4004.9;238232
20251108;000000;4003.5;4007.7;4003.4;4005.6;1240
20251109;000000;4007.2;4009;4005;4008.4;1234
20251110;000000;4066.1;4120.9;4063;4118.7;254900
20251111;000000;4135.9;4153;4103.6;4136.9;227284
20251112;000000;4112;4216.8;4108.8;4199.8;286013
20251113;000000;4213.7;4251.8;4149;4170;453853
20251114;000000;4190.5;4199.3;4038.6;4095.2;526496
20251115;000000;4098;4117;4094;4094.5;3567
20251116;000000;4095.9;4098.3;4092.8;4095.6;2138
20251117;000000;4066.5;4102.9;4013.3;4038;309612
20251118;000000;4021;4088;4005.2;4075.3;369252
20251119;000000;4097;4141.9;4063.1;4078.5;370849
20251120;000000;4075.8;4113.2;4043.1;4082.1;389284
20251121;000000;4064.8;4108.7;4030;4068;329903
20251124;000000;4054;4140.9;4053.4;4136.2;215350
20251125;000000;4151.1;4170;4118.4;4141.6;359022
20251126;000000;4169;4180.4;4145.5;4174;223573
20251127;000000;4158.7;4174.4;4155.7;4166.1;105049
20251128;000000;4190.7;4238.6;4170;4235;197406
20251129;000000;4236.6;4245;4234.3;4244.7;5094
20251130;000000;4243.9;4246.3;4241;4244.4;3193
20251201;000000;4239.7;4274.1;4230.1;4249.8;248479
20251202;000000;4236;4239.8;4180.7;4222;267940
20251203;000000;4219.2;4251.6;4204.2;4218.8;179637
20251204;000000;4194.8;4230.3;4189;4218.2;166342
20251205;000000;4230;4271.6;4212;4213.7;208431
20251208;000000;4224.9;4230.6;4189.5;4206.2;138075
20251209;000000;4193.5;4235;4182.8;4226.1;176412
20251210;000000;4225.8;4245;4188.9;4243;211298
20251211;000000;4219.1;4293.9;4212.2;4276.4;214547
20251212;000000;4285;4358.2;4263.4;4306;331249
20251213;000000;4306;4308.6;4299;4302.1;1128
20251214;000000;4302;4304.8;4291.5;4299.6;1682
20251215;000000;4345.4;4356.1;4292;4313.5;192243
20251216;000000;4293.1;4329;4273.6;4304.3;281257
20251217;000000;4328.2;4348;4307.3;4345.6;157382
20251218;000000;4355;4398.4;4341.9;4365.7;216738
20251219;000000;4356.7;4381.7;4344.7;4367.7;141488
20251220;000000;4367.7;4375;4367.7;4373;1079
20251221;000000;4372.9;4375;4367.8;4375;1513
20251222;000000;4420;4467.2;4418.2;4463.3;171774
20251223;000000;4498.5;4525.6;4453.5;4521;303886
20251224;000000;4518.9;4523.8;4471;4496.2;182228
20251225;000000;4497.4;4514.8;4488.7;4513.9;29095
20251226;000000;4531.7;4575.3;4524.4;4557;205109
20251227;000000;4557;4564.9;4553;4562;2812
20251228;000000;4563.1;4590;4560.1;4589.5;8745
20251229;000000;4540;4540;4329.3;4356;311338
20251230;000000;4392.7;4429.3;4362.9;4374.7;169626
20260105;000000;4429;4479.4;4410.8;4467.7;131382
20260106;000000;4476.7;4516.2;4467.4;4514;123654
20260108;000000;4452.9;4500.7;4430;4499;125888
20260109;000000;4491.9;4539.6;4482.4;4527.7;121847
20260112;000000;4593.8;4653;4591.2;4617.6;196103
20260113;000000;4617;4657.5;4592.9;4611.9;205909
20260114;000000;4641.2;4665.1;4620.2;4652;219197
20260115;000000;4620.1;4643.8;4601.3;4624.2;162875
20260116;000000;4630;4635.9;4552.5;4603.2;202023
20260117;000000;4608;4610.9;4604;4609.4;1015
20260118;000000;4611;4630.3;4610.9;4630;5076
20260119;000000;4679.7;4696.9;4672.4;4688.8;113266
20260120;000000;4724.6;4777;4716;4766.8;197852
20260121;000000;4880.1;4896.3;4766.8;4835.1;390871
20260122;000000;4830;4946.7;4821.2;4941.8;250670
20260123;000000;4974.2;5004.3;4913.3;4996.8;331717
20260124;000000;5001.5;5015;4999.7;5012.6;5764
20260125;000000;5021;5025;5010.1;5019.6;7311
20260126;000000;5085.8;5128;5021;5060.5;429135
20260127;000000;5091;5185.3;5059.9;5177.9;305463
20260128;000000;5272.3;5408.7;5223.9;5408;405393
20260129;000000;5471.1;5595.9;5146.7;5385;720030
20260130;000000;5200.3;5222;4747.6;4864.9;890458
20260131;000000;4970.1;4970.1;4970.1;4970.1;1394
20260201;000000;4970.1;4970.1;4970.1;4970.1;369
20260202;000000;4748.2;4821.9;4445.4;4672;567207
20260203;000000;4814;5012.1;4814;4956;415186
20260204;000000;5080.6;5105.8;4870;4949.9;439659
20260205;000000;4900;4953;4816.9;4822;396383
20260206;000000;4902.3;4999.6;4846.2;4976;247483
20260207;000000;4980.3;5000;4980.2;4999;2190
20260208;000000;5000.7;5039.3;5000.7;5030.9;5680
20260209;000000;5058;5112;5005.5;5103.4;197739
20260210;000000;5065;5100;5022.2;5060.6;172569
20260211;000000;5072;5136.9;5035;5108;278423
20260212;000000;5092.4;5095.8;4894.3;4922.7;302810
20260213;000000;4954.2;5052.7;4943.5;5038;201523
20260216;000000;5007.8;5026.2;4976.7;5001.3;81265
20260217;000000;4904.2;4953.8;4854.2;4893.1;222655
20260218;000000;4940.8;5018.5;4917.1;4996.2;160463
20260219;000000;5005;5030.8;4972.2;5011.8;183394
20260220;000000;5016.3;5100.1;5005;5099.9;228077
20260221;000000;5112;5125;5109.8;5123;4731
20260222;000000;5122;5141.8;5118;5135;5943
20260223;000000;5156;5210.7;5137.3;5206.4;59476
20260224;000000;5195.7;5197.6;5111.2;5183.7;199378
20260225;000000;5211.2;5233.6;5172.3;5187.6;149571
20260226;000000;5208;5214.9;5145.8;5214;145394
20260227;000000;5212.5;5279;5181;5277;191460
20260228;000000;5301.1;5410.7;5293.9;5404.1;45045
20260301;000000;5394.2;5410.4;5372;5410.4;13068
20260302;000000;5383.9;5437.6;5167;5356.6;291558
20260303;000000;5339.1;5352.9;5018.5;5115;506237
20260304;000000;5170.3;5209.8;5113.6;5145.9;232158
20260305;000000;5170;5185.4;5056.9;5086;230361
20260306;000000;5118.8;5179;5069.5;5163.5;225974
20260309;000000;5136.9;5162.8;5066.4;5136;126763
20260310;000000;5178.1;5242.9;5160.8;5201.2;175332
20260311;000000;5200.5;5217;5158.9;5191;139236
20260312;000000;5167.9;5202.8;5068;5094.8;135700
20260313;000000;5111;5136.2;5022.3;5031;178497
20260314;000000;5029.9;5033.9;5003;5010.7;6106
20260315;000000;5006.7;5011.6;4991.3;5002;3403
20260316;000000;5019;5053.2;4982;5018.8;195130
20260317;000000;5029.7;5037.2;4977;5014.6;117216
20260318;000000;5008.6;5025;4812;4832.1;229113
20260319;000000;4920;4935.4;4650;4790.4;368491
20260320;000000;4813;4820;4651;4652.5;215160
20260323;000000;4401.1;4624.5;4221;4533.3;520158
20260324;000000;4462.2;4626.3;4450.1;4614;278284
20260325;000000;4680;4692.4;4586.5;4608.8;256913
20260326;000000;4561.5;4591.4;4475.1;4526.7;309961
20260327;000000;4570.9;4649;4497.3;4599.6;267028
20260328;000000;4598.9;4634.7;4590;4608.8;2681
20260329;000000;4600;4605;4587.9;4600.2;2251
20260330;000000;4619.9;4652;4557;4568.2;227901
20260331;000000;4626.9;4748.6;4594;4735.9;223434
20260401;000000;4748.7;4837.3;4741.6;4808;236044
20260402;000000;4651;4749.4;4602;4721.5;361252
20260403;000000;4709;4718.9;4645.2;4667;37768
20260404;000000;4668.1;4689;4662.6;4677;3969
20260405;000000;4674.9;4688.1;4666;4678;6075
20260406;000000;4695.2;4756.1;4691.7;4697.9;176869
20260407;000000;4694;4770;4663.7;4764;225871
20260408;000000;4883.5;4886.7;4748.3;4770.1;231027
20260409;000000;4761.5;4847.4;4750;4815.8;162350
20260410;000000;4815;4846.5;4780;4791.6;166739
20260411;000000;4792;4815;4792;4811.4;3774
20260412;000000;4790.2;4799.1;4720;4732.5;18925
20260413;000000;4769.1;4794.1;4744;4786.8;148937
20260414;000000;4803.6;4880;4795.8;4880;167569
20260415;000000;4861.9;4861.9;4806.2;4809.4;120774
20260416;000000;4841.8;4849.8;4790.9;4809;126941
20260417;000000;4816.8;4922.3;4796.2;4863.8;210178
20260418;000000;4867.9;4877;4842.5;4851.3;7014
