<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20151016;000000;1185.2;1186.1;1173.2;1179;43357
20151019;000000;1178.5;1179.5;1170.3;1172;27260
20151020;000000;1172.5;1183.7;1172.5;1178.8;36144
20151021;000000;1178.2;1180.1;1165.3;1169.2;28558
20151022;000000;1169.5;1173.7;1163.2;1167.2;29697
20151023;000000;1167.5;1181.8;1161.1;1167.1;43095
20151026;000000;1167.4;1171.8;1164.1;1166;13090
20151027;000000;1166.4;1170.9;1162.5;1169;19355
20151028;000000;1169.5;1185.3;1154.1;1158.8;62689
20151029;000000;1159;1164.4;1145.6;1147;51686
20151030;000000;1147.5;1151.2;1140;1142.6;30224
20151102;000000;1142.5;1143.7;1133.7;1134.6;17130
20151103;000000;1135;1139.9;1115;1117.8;106217
20151105;000000;1117.5;1118.3;1104.3;1104.8;28748
20151106;000000;1105;1111.6;1086.8;1089.7;40719
20151109;000000;1090;1097;1089.4;1093.1;24485
20151110;000000;1093.8;1096.6;1086.4;1089.5;23278
20151111;000000;1090;1094.3;1083.8;1086.4;23044
20151112;000000;1089;1092;1075.9;1086.2;40318
20151113;000000;1085.7;1091;1081.7;1084.4;20810
20151116;000000;1085;1101.5;1082.7;1084.6;26976
20151117;000000;1084;1085.8;1066.9;1071.3;39486
20151118;000000;1072;1077.1;1067;1072.1;26569
20151119;000000;1072.5;1088.7;1070.2;1084.3;34998
20151120;000000;1084.5;1089.1;1076.6;1078;25798
20151123;000000;1077.5;1077.5;1064.8;1069.5;30806
20151124;000000;1070;1082.2;1070;1075.4;27525
20151125;000000;1076;1080.9;1068.3;1072.2;24127
20151126;000000;1073;1074.5;1070.6;1073.3;18960
20151127;000000;1072.5;1072.5;1052.1;1057.4;43603
20151130;000000;1057;1069;1053.5;1064.5;27911
20151201;000000;1065;1073.3;1063.4;1069.1;26853
20151202;000000;1068.6;1068.6;1049.8;1052.5;30054
20151203;000000;1052.8;1065;1048.1;1061.7;57713
20151204;000000;1061.9;1088.7;1056.9;1086.4;71060
20151207;000000;1086.4;1089.7;1070.1;1071.8;40672
20151208;000000;1071.9;1077.6;1066;1073.1;35065
20151209;000000;1074;1084.6;1068.3;1073.4;43484
20151210;000000;1077.5;1084.1;1073.9;1076.1;1814
20151211;000000;1075.6;1083.7;1066.3;1080;7860
20151214;000000;1078.2;1110.9;1065.8;1067.1;53706
20151215;000000;1067.1;1071.1;1060.9;1064.8;47381
20151216;000000;1064.8;1081.2;1064.8;1075.2;68918
20151217;000000;1072.3;1072.3;1050.5;1053.5;53284
20151218;000000;1055.1;1073.5;1055.1;1067.5;46703
20151221;000000;1069;1083.5;1068.4;1079.9;38663
20151222;000000;1080.1;1082.9;1073.5;1074.7;25337
20151223;000000;1075.3;1076.7;1070.2;1072;23996
20151224;000000;1072.3;1079.4;1072.3;1078.9;14736
20151225;000000;1078.9;1080.4;1074.7;1078;3458
20151228;000000;1077.4;1077.4;1068.4;1070.7;24262
20151229;000000;1071.4;1077.1;1069.7;1070.5;15611
20151230;000000;1071.2;1074.5;1061.3;1062;26921
20160104;000000;1063.7;1085;1063.7;1076;38069
20160105;000000;1076.5;1083.5;1076.4;1079.7;23943
20160106;000000;1081.1;1099;1080.2;1096.7;104950
20160111;000000;1098;1110.8;1097.3;1097.9;58050
20160112;000000;1098.3;1102.4;1086.2;1093.1;44958
20160113;000000;1091.9;1098.4;1082.4;1096.8;42668
20160114;000000;1094.2;1095.8;1074;1080.6;55674
20160115;000000;1082;1099.9;1082;1091.4;62276
20160118;000000;1092.4;1094.3;1088;1091.1;20364
20160119;000000;1092;1097.2;1085.2;1090.9;54317
20160120;000000;1092.2;1112.7;1092.2;1103.2;62105
20160121;000000;1104.9;1107.8;1094.1;1103.9;47102
20160122;000000;1102.1;1105.8;1097.1;1100.1;33937
20160125;000000;1100.1;1111.6;1099.8;1111;35719
20160126;000000;1111;1125.4;1111;1123.9;50731
20160127;000000;1123;1130.6;1116.7;1129.1;52793
20160128;000000;1128;1128;1112;1117.3;51567
20160129;000000;1118;1121.2;1113.4;1119.7;35936
20160201;000000;1122.2;1132.5;1116.9;1132.5;31380
20160202;000000;1130.5;1133.3;1124.1;1131.4;42878
20160203;000000;1131.6;1147.6;1126.2;1142.2;67590
20160204;000000;1144;1159.5;1142.5;1158.1;69190
20160205;000000;1158;1175.7;1147.6;1174.4;71875
20160208;000000;1174;1202.4;1165;1190.7;135512
20160209;000000;1190.4;1199.9;1186.7;1191.6;101600
20160210;000000;1192.9;1196.5;1182;1196.5;100244
20160211;000000;1196.9;1263.7;1196.9;1243.1;329772
20160212;000000;1245;1246.8;1232.5;1239.6;101185
20160215;000000;1238.8;1238.8;1203.8;1207.2;86013
20160216;000000;1206.2;1219.3;1196.2;1203.2;133859
20160217;000000;1204.3;1214.4;1201.4;1208.6;103801
20160218;000000;1208.8;1241.1;1202.2;1240.1;111490
20160219;000000;1239.8;1239.8;1220.9;1228.7;98164
20160220;000000;1227;1233.6;1223.1;1233.6;4608
20160222;000000;1232.7;1232.7;1203;1209.4;68200
20160224;000000;1210;1274.3;1210;1229.5;164489
20160225;000000;1231.1;1244.4;1226.3;1235.9;100800
20160226;000000;1236.8;1240.9;1212;1225.3;91327
20160229;000000;1225.5;1240.9;1224;1240.2;64178
20160301;000000;1241;1248.5;1228.1;1234.9;69090
20160302;000000;1233.4;1248.9;1226.1;1242.8;94005
20160303;000000;1243;1268.8;1241;1263.5;104287
20160304;000000;1264;1280.6;1252;1264;195512
20160307;000000;1262;1274.6;1260.6;1267.8;74378
20160309;000000;1267;1267;1243.6;1250.9;82175
20160310;000000;1254.2;1277;1241;1273.1;9413
20160311;000000;1272.1;1275;1255.1;1255.5;6510
20160314;000000;1256.7;1264.3;1233;1240;30638
20160315;000000;1240;1242.3;1230.3;1234.5;22543
20160316;000000;1236.2;1267.2;1231.5;1266.2;133246
20160317;000000;1264.2;1277;1259.1;1261.1;89271
20160318;000000;1262;1267.9;1250.7;1258.6;38623
20160321;000000;1256;1256;1243.9;1246.9;39930
20160322;000000;1247.9;1263.5;1247.9;1251.7;54982
20160323;000000;1250;1250;1218.3;1223.3;78908
20160324;000000;1222.5;1226.6;1212.6;1219.8;40042
20160325;000000;1220.5;1223;1214.4;1221.7;7930
20160328;000000;1221.3;1226.9;1216.5;1223.1;35684
20160329;000000;1224.8;1246.2;1218;1245;68743
20160330;000000;1243.4;1247.6;1226.6;1227.8;70557
20160331;000000;1229.4;1243.4;1229.3;1235.9;46459
20160401;000000;1236;1237.9;1207.7;1221.9;202840
20160404;000000;1221.3;1222.9;1213.8;1215.1;35076
20160405;000000;1216;1238.8;1216;1231.9;89433
20160406;000000;1231.1;1231.1;1216.3;1223.4;45702
20160407;000000;1226;1245.2;1226;1241.9;72383
20160408;000000;1240.7;1244.3;1231.3;1241.6;49650
20160411;000000;1242.9;1260.7;1242.9;1259.6;50337
20160412;000000;1258.7;1265.2;1250.5;1257.5;53127
20160413;000000;1253.1;1253.6;1242.4;1245.5;50044
20160414;000000;1245;1246.6;1225.9;1228.2;80846
20160415;000000;1228.2;1237.9;1228.1;1235.7;33117
20160418;000000;1235.4;1244;1232.4;1234.8;46377
20160419;000000;1235.7;1259.5;1235.7;1251.8;78211
20160420;000000;1253.1;1258.6;1241.5;1245.3;67127
20160421;000000;1246.7;1276.5;1246.7;1253.6;227725
20160422;000000;1252.1;1254.8;1231.2;1237.3;70602
20160425;000000;1239.7;1245.8;1233;1241.9;36745
20160426;000000;1240.4;1248.8;1234.4;1247.1;54748
20160427;000000;1248;1258.5;1244;1250;65317
20160428;000000;1251;1272.7;1251;1269.5;66039
20160429;000000;1271;1299.9;1271;1299.9;86907
20160504;000000;1299.5;1299.5;1274.5;1283;87947
20160505;000000;1282.2;1289.2;1271.7;1279.6;56395
20160506;000000;1279.5;1298;1275;1290.9;65838
20160510;000000;1290.2;1290.2;1258.9;1269;66962
20160511;000000;1270;1281.6;1270;1280.3;51377
20160512;000000;1279.1;1283.5;1264;1267.5;86576
20160513;000000;1268;1278.9;1265.2;1275.9;55804
20160516;000000;1276.5;1291.2;1273.2;1277.5;60086
20160517;000000;1276.4;1284.6;1271.2;1282;63267
20160518;000000;1280;1280;1258.1;1261.6;74967
20160519;000000;1260;1260;1246.1;1256.5;72104
20160520;000000;1256.6;1262.8;1251.6;1255.8;38965
20160523;000000;1254.8;1255.3;1244.6;1251.6;41756
20160524;000000;1250.2;1250.2;1225.6;1227.5;184230
20160525;000000;1227;1227;1218.1;1224.5;43098
20160526;000000;1225;1232.9;1218.9;1220.2;50928
20160527;000000;1220.8;1223.9;1207.4;1212.5;60614
20160530;000000;1211.7;1211.7;1202;1205.2;31562
20160531;000000;1208.4;1218.8;1208.4;1215.9;56144
20160601;000000;1216.9;1221.2;1207;1213.4;60920
20160602;000000;1213.5;1218.3;1210.4;1212;54663
20160603;000000;1211.2;1244.7;1211.2;1243.8;100449
20160606;000000;1243.2;1248;1239.8;1245.6;47945
20160607;000000;1245;1246.3;1234.9;1244;30429
20160608;000000;1245.2;1264.8;1245.2;1263.2;58569
20160609;000000;1262.7;1272;1257.1;1269.5;40595
20160610;000000;1270.2;1281.8;1268.4;1278.3;3525
20160614;000000;1281.1;1295;1280.2;1290.9;35702
20160615;000000;1290.9;1303.3;1283.4;1297.2;70416
20160616;000000;1297.2;1320.4;1284.1;1285.6;244855
20160617;000000;1285.5;1302;1285.3;1301.8;116341
20160620;000000;1300.2;1300.2;1280.7;1292.8;92271
20160621;000000;1290.1;1290.1;1265.8;1270.8;82432
20160622;000000;1268.7;1274.8;1266.8;1270.2;54312
20160623;000000;1270.2;1275.2;1258.6;1261;89870
20160624;000000;1262.9;1335.1;1262.9;1320;186968
20160627;000000;1322;1336.7;1320.9;1327.5;106407
20160628;000000;1326;1326;1308.9;1314.3;84522
20160629;000000;1318;1331;1318;1321;90393
20160630;000000;1320;1327.1;1315.2;1324.2;85844
20160701;000000;1335.3;1347.3;1334.6;1346;84789
20160704;000000;1351.6;1359;1348.1;1353.5;49919
20160705;000000;1352.4;1360;1345;1358.6;83327
20160706;000000;1358.2;1377.2;1358.2;1366.1;123125
20160707;000000;1366.2;1370.9;1352.6;1362.3;127814
20160708;000000;1362.1;1373.4;1337.9;1367.6;203226
20160711;000000;1366.6;1366.6;1353.2;1357.9;73497
20160712;000000;1358;1360.8;1334;1337.9;120565
20160713;000000;1339.1;1347.9;1339.1;1345.9;120390
20160714;000000;1345.7;1345.7;1322.6;1336.7;146864
20160715;000000;1336.1;1341.4;1325.2;1340.6;136962
20160718;000000;1339.1;1339.1;1326.3;1331.7;74665
20160719;000000;1331.8;1337.6;1330.6;1335.1;55205
20160720;000000;1334.5;1334.5;1315.9;1320;113654
20160721;000000;1320.5;1336.3;1318;1332.4;117609
20160722;000000;1331.5;1331.5;1321.9;1325.9;60521
20160725;000000;1325.6;1325.6;1314.4;1318.8;44605
20160726;000000;1319.1;1327;1319.1;1322.8;49537
20160727;000000;1321.5;1344.6;1320.3;1342.8;101200
20160728;000000;1343;1348.1;1335.6;1340.6;77656
20160729;000000;1339;1356.6;1332.7;1352.5;119954
20160801;000000;1352.5;1357.6;1348.3;1355;55903
20160802;000000;1356.5;1369.9;1355.2;1366.8;67375
20160803;000000;1366.2;1369.1;1355.8;1360.5;68163
20160804;000000;1358.7;1367.4;1350.4;1362.2;92176
20160805;000000;1363.3;1366;1336.8;1340;111148
20160808;000000;1338.9;1339.3;1331.3;1336;64751
20160809;000000;1335.4;1344.9;1331;1342.5;61076
20160810;000000;1342.8;1359;1342.8;1348.4;73171
20160811;000000;1347.5;1355.4;1336.9;1340.3;95463
20160812;000000;1340.8;1358.1;1333.6;1338.9;100597
20160815;000000;1338.9;1345;1336;1340.9;41982
20160816;000000;1341.4;1362.8;1340.9;1348.9;98742
20160817;000000;1346.1;1353;1336;1349.6;84220
20160818;000000;1350.1;1354.7;1346.9;1353.4;62844
20160819;000000;1352.6;1352.6;1338.6;1341.2;44389
20160822;000000;1340.8;1341.7;1333.2;1338.7;28064
20160823;000000;1339.2;1345.3;1337.7;1338.8;44208
20160824;000000;1338.8;1340.6;1324.4;1325.5;80563
20160825;000000;1326;1327.5;1317.2;1321.2;102753
20160826;000000;1322.5;1342.8;1317.8;1322.8;156888
20160829;000000;1320.4;1325.2;1317.2;1322.5;33927
20160830;000000;1322;1322.1;1309.7;1311;63967
20160831;000000;1312;1316;1304;1309.5;75252
20160901;000000;1309.1;1315.8;1301.6;1312.9;67091
20160902;000000;1312.8;1330;1303.3;1324.9;107707
20160905;000000;1325.5;1328.6;1324.6;1326.2;25296
20160906;000000;1326.9;1352.5;1326.9;1350;94129
20160907;000000;1350.1;1351.7;1343.1;1345.7;54934
20160908;000000;1346;1349.6;1334.9;1338.5;60179
20160909;000000;1337;1338.3;1328;1328.3;51484
20160912;000000;1334;1335.1;1325.3;1332.8;15090
20160913;000000;1333.3;1336.6;1321.3;1324.4;14403
20160914;000000;1325;1331;1325;1328.5;53914
20160915;000000;1326.6;1333.6;1314.1;1319.9;126078
20160916;000000;1319.9;1321.6;1311.2;1315.8;58234
20160919;000000;1317;1323.7;1316.2;1318.8;38087
20160920;000000;1320;1323;1317.1;1320.4;20611
20160921;000000;1321;1341.1;1321;1340;189594
20160922;000000;1337.7;1353.4;1336.2;1343;48616
20160923;000000;1343;1345.6;1339.3;1343;30521
20160926;000000;1342.3;1347.2;1338.2;1343.2;34670
20160927;000000;1342;1342.9;1329.3;1331.6;56543
20160928;000000;1331;1331.9;1322.3;1328.5;48938
20160929;000000;1326.6;1329.4;1320.1;1326;71463
20160930;000000;1326.8;1332.7;1318.3;1322.9;81148
20161003;000000;1321.6;1323.1;1313.8;1316.4;54952
20161004;000000;1316.3;1316.3;1271.8;1272.9;202534
20161005;000000;1273.3;1281;1265.8;1271.9;113157
20161006;000000;1271;1271.3;1253.1;1258.5;89164
20161007;000000;1257.4;1269.3;1245.1;1261;150901
20161010;000000;1261.4;1268.7;1260.3;1263.3;59868
20161011;000000;1263.5;1265.5;1255.6;1256.5;70316
20161012;000000;1258.1;1262.4;1252.6;1258.3;70482
20161013;000000;1258.4;1266;1256.5;1260.9;70444
20161014;000000;1260.4;1262.5;1249;1254.9;85995
20161017;000000;1255.2;1260.4;1253.2;1258;48970
20161018;000000;1258.7;1267.4;1258.7;1264.9;58705
20161019;000000;1264.8;1276.3;1264;1273.2;66242
20161020;000000;1273.2;1278;1267.1;1268.7;61370
20161021;000000;1268.1;1270.8;1263.6;1269.4;33262
20161024;000000;1269;1274.6;1262.8;1267.2;68569
20161025;000000;1267.2;1279.3;1267.2;1276.2;50126
20161026;000000;1276.3;1278.3;1267.2;1269.4;49075
20161027;000000;1269.4;1275.8;1269.1;1272;50711
20161028;000000;1272;1285.4;1263.4;1278.8;161969
20161031;000000;1278.9;1280.8;1274;1279.3;49174
20161101;000000;1280;1294.3;1280;1291.4;135565
20161102;000000;1291.5;1311.4;1291.5;1300.3;216350
20161103;000000;1300.8;1306.6;1288.7;1305.2;118672
20161107;000000;1303.1;1303.1;1281.2;1284.2;81671
20161108;000000;1285;1293.9;1275.5;1277.9;92850
20161109;000000;1281.5;1329;1273;1277.7;455810
20161110;000000;1278.2;1295.6;1254.8;1259.6;302497
20161111;000000;1259.6;1266;1221.3;1227.9;411429
20161114;000000;1224.5;1230.1;1212.1;1220.3;336031
20161115;000000;1222.3;1232.6;1220.3;1227.6;147987
20161116;000000;1228.1;1231.2;1222.6;1226.4;81527
20161117;000000;1227;1232.9;1212;1217.1;144301
20161118;000000;1215.3;1217.6;1203.4;1209.8;112577
20161121;000000;1209.8;1218.8;1209.8;1213.8;64046
20161122;000000;1214.2;1220.4;1207.4;1213.4;80010
20161123;000000;1214.5;1216.2;1183.4;1191.8;195218
20161124;000000;1190.6;1192.3;1181.8;1185.5;73637
20161125;000000;1184.5;1194.6;1180;1185.6;105309
20161128;000000;1186;1198.6;1184.7;1193.9;75780
20161129;000000;1193.5;1194.1;1181.3;1190;82744
20161130;000000;1190.4;1191;1171.7;1174.1;131237
20161201;000000;1176;1177.5;1161.9;1174;92328
20161202;000000;1174.9;1179.5;1167.8;1176.9;102196
20161205;000000;1176.5;1177;1158;1170.6;112397
20161206;000000;1171.4;1176;1167.5;1169.3;56909
20161207;000000;1168.6;1181.4;1168.4;1175.5;64371
20161208;000000;1176.5;1179.4;1169.9;1170.9;69866
20161209;000000;1170.4;1172.5;1156.3;1159.1;77037
20161212;000000;1164.5;1171.8;1157;1167;14011
20161213;000000;1167;1170.2;1160.6;1165.3;26888
20161214;000000;1166.1;1173;1149.2;1149.6;66820
20161215;000000;1149.5;1149.5;1127.3;1133.2;238553
20161216;000000;1133.2;1147.3;1133.2;1140.1;95473
20161219;000000;1141;1148;1141;1144.9;54978
20161220;000000;1144.3;1144.3;1131.3;1137.7;67022
20161221;000000;1137.8;1142.7;1135.7;1137.7;46609
20161222;000000;1136.9;1140;1133.4;1134.6;52044
20161223;000000;1135.7;1141;1135.2;1138.2;36506
20161226;000000;1138.5;1139.4;1136.5;1138.3;1986
20161227;000000;1138.5;1155.4;1138.5;1145.4;55079
20161228;000000;1146;1149.5;1141.9;1146.9;46910
20161229;000000;1148.1;1165.4;1148.1;1162.7;105229
20161230;000000;1163;1167;1155.4;1157.7;66639
20170103;000000;1158;1170.9;1150.8;1162.9;88455
20170104;000000;1165.8;1172.9;1165.4;1169.1;50703
20170105;000000;1169.9;1190.1;1168;1186.2;176203
20170106;000000;1185.9;1188;1175.8;1177.7;66899
20170109;000000;1177.7;1195;1177.6;1187.3;83529
20170110;000000;1188;1195.2;1185.5;1192.8;91690
20170111;000000;1192.8;1203;1181.8;1196;177305
20170112;000000;1197;1211.1;1197;1202.4;120801
20170113;000000;1200.1;1206.8;1192.7;1203.4;101616
20170116;000000;1203.4;1212.9;1203.4;1208.5;47868
20170117;000000;1208.7;1223;1208.7;1220.2;119451
20170118;000000;1219.6;1221.3;1207.2;1210.1;83969
20170119;000000;1209;1211;1199.7;1210;109290
20170120;000000;1210;1218.8;1203.1;1212.7;127834
20170123;000000;1214.3;1223.5;1213.7;1221.1;106537
20170124;000000;1219.6;1221.8;1211.1;1213.7;87416
20170125;000000;1212.9;1212.9;1197.6;1204;112968
20170126;000000;1203;1203;1188.1;1193.8;117071
20170127;000000;1193.1;1195.8;1184.3;1195.8;90876
20170130;000000;1195.8;1202.7;1192;1199.8;107115
20170131;000000;1200.5;1218.5;1199.3;1215.9;153110
20170201;000000;1213.7;1216.5;1201.6;1213.5;150595
20170202;000000;1213.5;1228.9;1213.5;1219;150673
20170203;000000;1218.2;1225.5;1210.3;1222.1;100850
20170206;000000;1223;1239.2;1223;1239.2;105578
20170207;000000;1238.1;1239.3;1231.2;1236.9;88057
20170208;000000;1236.1;1248.3;1234;1243.3;132558
20170209;000000;1242.6;1247.7;1233.6;1234.8;143156
20170210;000000;1233.3;1240.5;1225;1236.2;137660
20170213;000000;1235.3;1235.6;1223.1;1229.5;80603
20170214;000000;1229.8;1238;1225.3;1231.1;127321
20170215;000000;1230.1;1236.3;1219.7;1235.7;124449
20170216;000000;1235.6;1245.3;1235.4;1242.3;108145
20170217;000000;1241.8;1246.9;1238.5;1240.1;103184
20170220;000000;1239.9;1242.1;1235.6;1240.4;35916
20170221;000000;1240.4;1241;1228.7;1238.4;103712
20170222;000000;1238.2;1243.8;1233.3;1240.3;104596
20170224;000000;1240.8;1261.8;1240.8;1258.8;86503
20170227;000000;1255;1267;1253.1;1254.1;89855
20170228;000000;1254.5;1260.2;1249.8;1252.1;115433
20170301;000000;1252.1;1252.4;1239.1;1251.6;148042
20170302;000000;1251;1251;1232.8;1237;128690
20170303;000000;1235.8;1237.8;1224.3;1236.1;149331
20170306;000000;1234.4;1236.5;1226.3;1227.9;61848
20170307;000000;1228.9;1228.9;1214.4;1216;137299
20170309;000000;1215;1215;1201.8;1202.1;77470
20170310;000000;1206.5;1211.6;1200;1208.8;9996
20170313;000000;1211.7;1216.5;1208.3;1209;15946
20170314;000000;1208.5;1213.2;1203.1;1204.5;19100
20170315;000000;1205;1225.5;1202.2;1223.6;83995
20170316;000000;1223.9;1238;1223.9;1230.3;134801
20170317;000000;1231.1;1236.4;1230.2;1233.5;56078
20170320;000000;1233.6;1239.5;1233.6;1237.7;43516
20170321;000000;1237;1251.4;1231.6;1249.2;103449
20170322;000000;1249.4;1255.3;1248.5;1252.5;71340
20170323;000000;1251.2;1257.7;1246.8;1249.7;92348
20170324;000000;1249.4;1256.2;1245.1;1249.5;72066
20170327;000000;1249.9;1266;1249.9;1259.2;98835
20170328;000000;1259;1263.4;1251.8;1255.3;68892
20170329;000000;1255.1;1259.2;1254.2;1257.6;36643
20170330;000000;1257.4;1257.4;1246.6;1247;58538
20170331;000000;1246.9;1255.4;1244.3;1253.4;64433
20170403;000000;1251.9;1258.3;1248.6;1257;57853
20170404;000000;1257.5;1265.3;1257.5;1260.4;63657
20170405;000000;1260.3;1261.4;1231.4;1260.5;130965
20170406;000000;1259.5;1259.5;1253.3;1255.3;47672
20170407;000000;1255.8;1275.1;1255.2;1259.1;134726
20170410;000000;1258;1260.8;1250.5;1258.1;80666
20170411;000000;1258.7;1278.8;1258.7;1278;109157
20170412;000000;1278.3;1290.6;1275.6;1290.6;110455
20170413;000000;1289.5;1292.4;1285.6;1291.6;69189
20170414;000000;1291.5;1300;1290.5;1299.7;23351
20170417;000000;1299;1301.8;1284.8;1288.2;67387
20170418;000000;1287.8;1296.2;1282.5;1293.6;93813
20170419;000000;1293.6;1293.6;1278.1;1282.7;86331
20170420;000000;1283.3;1287.1;1279.4;1285.2;52871
20170421;000000;1285;1292.4;1281.9;1289;69042
20170424;000000;1288;1288;1270;1279;71788
20170425;000000;1278.1;1278.1;1264.7;1267;61243
20170426;000000;1266.7;1274.5;1262.8;1272.8;68503
20170427;000000;1271.6;1271.6;1263.7;1267.2;44639
20170428;000000;1267.9;1272.1;1267.2;1271.6;46795
20170502;000000;1270.8;1270.8;1254.5;1258.9;49220
20170503;000000;1258.8;1258.8;1238.6;1241.5;89375
20170504;000000;1240;1240;1226.6;1230.2;135197
20170505;000000;1231.6;1237.6;1228.3;1229.6;71595
20170510;000000;1228.7;1228.7;1220;1221.5;38663
20170511;000000;1222.6;1230;1222.2;1226.4;52214
20170512;000000;1228;1233.5;1228;1230.6;45862
20170515;000000;1230.7;1239.3;1230.2;1231.8;66085
20170516;000000;1232.5;1241.2;1232.5;1239.8;43334
20170517;000000;1240.1;1262.7;1240.1;1261.9;135861
20170518;000000;1261.7;1267.1;1247.7;1249.8;122280
20170519;000000;1251;1258;1249.6;1257;60311
20170522;000000;1257;1264.5;1254.8;1262.2;53679
20170523;000000;1263.2;1265.1;1252.2;1253;62416
20170524;000000;1252;1260.7;1250.6;1259.7;68687
20170525;000000;1259.8;1261;1255.4;1256.4;39166
20170526;000000;1257.2;1270.8;1257.2;1269.2;90374
20170529;000000;1268.7;1297;1266.3;1273.3;35245
20170530;000000;1271.3;1271.3;1260.3;1263.7;67797
20170531;000000;1263.2;1275.4;1262.2;1269.8;67654
20170601;000000;1268.4;1269.8;1261.9;1265.5;44094
20170602;000000;1265.4;1281.3;1260.5;1281;124574
20170605;000000;1281.4;1284.1;1277.2;1279.5;44500
20170606;000000;1280.5;1297;1280.5;1295.2;86060
20170607;000000;1294;1295.3;1283.1;1288.1;60696
20170608;000000;1288.1;1288.9;1272;1279.9;77932
20170609;000000;1279;1279;1265.2;1268.7;78588
20170613;000000;1268;1269;1259;1266.3;84728
20170614;000000;1266.7;1284;1256.1;1261.8;167388
20170615;000000;1268.3;1269.4;1256.9;1259.8;119255
20170616;000000;1260.2;1262.8;1258.5;1259.6;35896
20170619;000000;1258.6;1258.6;1248.9;1249.3;56984
20170620;000000;1250.6;1252.9;1246.1;1248;89393
20170621;000000;1249.3;1252.9;1245.3;1250.2;64898
20170622;000000;1250.2;1259.3;1250.1;1254.2;87770
20170623;000000;1254.4;1263.4;1254.4;1262.1;62524
20170626;000000;1260.2;1260.3;1239.6;1247.7;181177
20170627;000000;1248.1;1257.4;1248.1;1253.3;73165
20170628;000000;1254.3;1259.1;1251.8;1253.8;72862
20170629;000000;1254.6;1256;1243.1;1250.9;99510
20170630;000000;1250.1;1250.1;1242.4;1245.1;60747
20170703;000000;1244.5;1244.5;1223;1223.8;142224
20170704;000000;1224.3;1230.8;1224.3;1228.3;32122
20170705;000000;1228.4;1231.1;1220.5;1230.6;107563
20170706;000000;1230.1;1230.9;1226;1228.4;60945
20170707;000000;1228.3;1231.9;1211.1;1217.3;148705
20170710;000000;1215.5;1219.6;1209.4;1217.7;98263
20170711;000000;1217;1221.1;1211.8;1218.5;62665
20170712;000000;1220.4;1229.2;1216.7;1223.3;89614
20170713;000000;1223.5;1227;1219.7;1222.2;50670
20170714;000000;1221.4;1237;1220.8;1232.9;118818
20170717;000000;1233.3;1239;1232.9;1236.4;65808
20170718;000000;1237;1247.9;1237;1246;75148
20170719;000000;1245.4;1247.4;1238.8;1245.1;45851
20170720;000000;1244.8;1251.3;1239;1247.8;91256
20170721;000000;1248.8;1259.1;1248.8;1257.7;51075
20170724;000000;1257.5;1263.3;1255.2;1259.1;95999
20170725;000000;1259.7;1261.3;1253.3;1254.8;56769
20170726;000000;1254;1267.7;1248.4;1264.9;93169
20170727;000000;1265;1269.8;1258.8;1262;91790
20170728;000000;1263;1275.2;1262.1;1274.4;70134
20170731;000000;1273.5;1275.3;1269.7;1273.9;44683
20170801;000000;1273.2;1278.4;1266.9;1273.3;96082
20170802;000000;1272.8;1277.3;1267.1;1270.8;81135
20170803;000000;1270.4;1274.9;1263.9;1272.4;77099
20170804;000000;1272.5;1274.6;1257.8;1262.5;96003
20170807;000000;1261.5;1263.8;1259.2;1261.4;47463
20170808;000000;1262;1269.3;1255.4;1264.2;96272
20170809;000000;1265.5;1283.5;1265.5;1281.9;128927
20170810;000000;1282;1291.7;1281.1;1289;83195
20170811;000000;1288.9;1295.6;1284.3;1293.6;116677
20170814;000000;1292;1292;1282.2;1284;74407
20170815;000000;1283.6;1283.6;1270;1275.2;90774
20170816;000000;1273.1;1286.9;1271.3;1286.2;90227
20170817;000000;1286.5;1294.2;1284.8;1292;108349
20170818;000000;1292.5;1304.3;1287.3;1289.5;145199
20170821;000000;1290.2;1297;1289.7;1294.9;76201
20170822;000000;1293.3;1294.2;1285;1288.1;70509
20170823;000000;1289;1295;1288.1;1293.2;59193
20170824;000000;1292.5;1293;1287.5;1288.9;61416
20170825;000000;1289.2;1299;1280.3;1294.8;133066
20170828;000000;1295.4;1314.7;1295.4;1311.9;99828
20170829;000000;1313.9;1329;1308.1;1313.2;180715
20170830;000000;1312;1317.1;1308;1310.7;66511
20170831;000000;1310;1326.2;1306;1324.3;112395
20170901;000000;1323.6;1331.5;1318.7;1326.4;122696
20170904;000000;1328.2;1345.7;1328.2;1340.4;72881
20170905;000000;1341.9;1346.6;1328;1342.6;113743
20170906;000000;1341.2;1344.7;1333.6;1335;87143
20170907;000000;1336.9;1352;1336.9;1350.4;129232
20170908;000000;1350.9;1358.9;1344.1;1347.9;107856
20170911;000000;1347.7;1347.7;1333.1;1334.4;5974
20170912;000000;1334;1338.2;1329.6;1338.2;6822
20170913;000000;1336.2;1340.9;1326.4;1327.4;5785
20170914;000000;1327.4;1335.6;1321.2;1334.8;11416
20170915;000000;1334.5;1335.1;1325.1;1326.1;7936
20170918;000000;1325;1325;1310.3;1313;18376
20170919;000000;1311.6;1316.7;1310;1316;11554
20170920;000000;1316.9;1326.6;1303.1;1306.8;81532
20170921;000000;1306.5;1306.5;1289;1295.7;150410
20170922;000000;1296.6;1303.9;1296.6;1302.1;81330
